id,booking_date,checkin_date,checkout_date,nights,rooms,guests,market_id,channel_id,campaign_id,room_revenue,adr,lead_time_days,status
17494,2026-05-21,2026-06-19,2026-06-23,4,1,2,1,2,,1436.0,359.0,29,cancelled
17495,2026-05-21,2026-06-19,2026-06-20,1,1,1,4,2,14,316.93,316.93,29,confirmed
17496,2026-06-09,2026-06-19,2026-06-20,1,1,3,5,2,,325.25,325.25,10,confirmed
17497,2026-05-24,2026-06-19,2026-06-23,4,1,1,4,2,,1366.96,341.74,26,confirmed
17498,2026-05-26,2026-06-19,2026-06-21,2,1,1,4,2,14,672.38,336.19,24,confirmed
17499,2026-05-09,2026-06-19,2026-06-23,4,1,2,4,2,14,1362.88,340.72,41,confirmed
17500,2026-05-17,2026-06-19,2026-06-20,1,1,1,4,2,,323.77,323.77,33,cancelled
17501,2026-05-16,2026-06-19,2026-06-20,1,1,3,2,3,13,371.24,371.24,34,confirmed
17502,2026-05-26,2026-06-19,2026-06-20,1,1,3,2,3,13,368.38,368.38,24,confirmed
17503,2026-06-07,2026-06-19,2026-06-20,1,1,2,1,3,13,350.1,350.1,12,confirmed
17504,2026-06-06,2026-06-19,2026-06-22,3,1,2,3,3,13,1067.58,355.86,13,confirmed
17505,2026-04-26,2026-06-19,2026-06-22,3,1,2,1,3,13,1087.92,362.64,54,confirmed
17506,2026-06-07,2026-06-19,2026-06-20,1,1,1,6,4,,282.62,282.62,12,confirmed
17507,2026-03-25,2026-06-19,2026-06-20,1,1,3,1,4,,325.97,325.97,86,confirmed
17508,2026-06-16,2026-06-19,2026-06-21,2,1,3,4,4,,713.86,356.93,3,confirmed
17509,2026-05-10,2026-06-19,2026-06-21,2,1,2,2,4,,764.52,382.26,40,confirmed
17510,2026-06-02,2026-06-19,2026-06-22,3,1,3,1,5,,1109.97,369.99,17,confirmed
17511,2026-04-24,2026-06-19,2026-06-20,1,1,1,12,5,,351.26,351.26,56,confirmed
17512,2026-05-27,2026-06-19,2026-06-20,1,1,2,8,5,,386.72,386.72,23,confirmed
17513,2026-06-07,2026-06-19,2026-06-21,2,1,1,1,5,,715.08,357.54,12,confirmed
17514,2026-06-11,2026-06-19,2026-06-23,4,1,3,1,6,,1394.8,348.7,8,confirmed
17515,2026-04-28,2026-06-19,2026-06-21,2,1,2,1,6,,633.78,316.89,52,cancelled
17516,2026-06-16,2026-06-19,2026-06-20,1,1,3,3,6,,328.7,328.7,3,confirmed
17517,2026-06-01,2026-06-19,2026-06-20,1,1,3,1,6,,351.36,351.36,18,confirmed
17518,2026-06-11,2026-06-19,2026-06-23,4,1,2,3,6,,1403.68,350.92,8,confirmed
17519,2026-05-29,2026-06-19,2026-06-20,1,1,2,1,6,,313.15,313.15,21,confirmed
17520,2026-06-11,2026-06-19,2026-06-20,1,1,3,2,6,,336.39,336.39,8,confirmed
17521,2026-05-30,2026-06-19,2026-06-20,1,1,2,2,6,,327.76,327.76,20,cancelled
17522,2026-06-01,2026-06-19,2026-06-20,1,1,1,1,6,,292.44,292.44,18,confirmed
17523,2026-06-07,2026-06-19,2026-06-22,3,1,2,3,6,,1124.61,374.87,12,cancelled
17524,2026-06-03,2026-06-19,2026-06-21,2,1,3,4,7,,643.32,321.66,16,confirmed
17525,2026-06-17,2026-06-19,2026-06-20,1,1,2,1,7,,321.91,321.91,2,confirmed
17526,2026-05-18,2026-06-20,2026-06-21,1,1,3,1,1,,361.14,361.14,33,confirmed
17527,2026-05-06,2026-06-20,2026-06-24,4,1,1,8,1,,1445.16,361.29,45,confirmed
17528,2026-04-19,2026-06-20,2026-06-21,1,1,3,1,1,,322.33,322.33,62,confirmed
17529,2026-06-19,2026-06-20,2026-06-24,4,1,1,3,1,,1516.8,379.2,1,confirmed
17530,2026-03-29,2026-06-20,2026-06-21,1,1,2,2,1,,345.23,345.23,83,confirmed
17531,2026-06-01,2026-06-20,2026-06-24,4,1,2,12,1,,1489.8,372.45,19,cancelled
17532,2026-05-15,2026-06-20,2026-06-24,4,1,1,4,1,,1619.88,404.97,36,confirmed
17533,2026-06-06,2026-06-20,2026-06-22,2,1,2,9,1,,716.04,358.02,14,confirmed
17534,2026-05-18,2026-06-20,2026-06-21,1,1,2,4,1,,364.05,364.05,33,cancelled
17535,2026-06-03,2026-06-20,2026-06-21,1,1,1,5,1,,331.62,331.62,17,confirmed
17536,2026-05-25,2026-06-20,2026-06-24,4,1,3,3,1,,1438.72,359.68,26,confirmed
17537,2026-04-11,2026-06-20,2026-06-21,1,1,1,4,1,,330.21,330.21,70,confirmed
17538,2026-05-21,2026-06-20,2026-06-24,4,1,2,4,1,,1418.12,354.53,30,confirmed
17539,2026-05-23,2026-06-20,2026-06-22,2,1,2,8,1,,733.88,366.94,28,confirmed
17540,2026-06-16,2026-06-20,2026-06-22,2,1,1,8,1,,657.74,328.87,4,confirmed
17541,2026-06-11,2026-06-20,2026-06-21,1,1,2,8,1,,336.95,336.95,9,cancelled
17542,2026-06-10,2026-06-20,2026-06-21,1,1,3,5,1,,374.11,374.11,10,cancelled
17543,2026-05-30,2026-06-20,2026-06-21,1,1,2,10,2,,339.27,339.27,21,confirmed
17544,2026-04-20,2026-06-20,2026-06-21,1,1,1,5,2,,349.68,349.68,61,confirmed
17545,2026-04-21,2026-06-20,2026-06-22,2,1,3,2,2,14,684.04,342.02,60,cancelled
17546,2026-05-13,2026-06-20,2026-06-23,3,1,2,2,2,14,1155.99,385.33,38,confirmed
17547,2026-05-29,2026-06-20,2026-06-22,2,1,2,1,2,,733.62,366.81,22,confirmed
17548,2026-05-18,2026-06-20,2026-06-22,2,1,1,1,2,14,722.56,361.28,33,confirmed
17549,2026-04-12,2026-06-20,2026-06-21,1,1,2,6,2,,402.0,402.0,69,cancelled
17550,2026-05-22,2026-06-20,2026-06-24,4,1,3,1,2,,1375.72,343.93,29,cancelled
17551,2026-05-27,2026-06-20,2026-06-21,1,1,1,10,3,,340.53,340.53,24,confirmed
17552,2026-04-20,2026-06-20,2026-06-24,4,1,1,1,3,13,1357.12,339.28,61,confirmed
17553,2026-04-05,2026-06-20,2026-06-21,1,1,1,4,3,13,388.09,388.09,76,cancelled
17554,2026-05-28,2026-06-20,2026-06-21,1,1,2,1,4,,382.49,382.49,23,confirmed
17555,2026-04-28,2026-06-20,2026-06-23,3,1,1,1,4,,877.86,292.62,53,confirmed
17556,2026-06-06,2026-06-20,2026-06-24,4,1,3,1,4,,1235.44,308.86,14,confirmed
17557,2026-05-27,2026-06-20,2026-06-24,4,1,3,11,4,,1512.56,378.14,24,confirmed
17558,2026-05-06,2026-06-20,2026-06-24,4,1,3,5,4,,1272.32,318.08,45,confirmed
17559,2026-04-29,2026-06-20,2026-06-21,1,1,2,2,4,,366.64,366.64,52,confirmed
17560,2026-05-27,2026-06-20,2026-06-24,4,1,3,4,4,,1439.52,359.88,24,confirmed
17561,2026-03-22,2026-06-20,2026-06-23,3,1,1,3,4,,1090.35,363.45,90,confirmed
17562,2026-04-30,2026-06-20,2026-06-24,4,1,3,4,4,,1500.64,375.16,51,confirmed
17563,2026-06-08,2026-06-20,2026-06-24,4,1,2,2,5,,1284.48,321.12,12,cancelled
17564,2026-06-05,2026-06-20,2026-06-23,3,1,3,2,5,,1072.5,357.5,15,confirmed
17565,2026-05-15,2026-06-20,2026-06-21,1,1,2,6,5,,327.49,327.49,36,confirmed
17566,2026-06-05,2026-06-20,2026-06-22,2,1,1,1,5,,764.1,382.05,15,confirmed
17567,2026-06-01,2026-06-20,2026-06-21,1,1,1,9,6,,321.78,321.78,19,confirmed
17568,2026-05-30,2026-06-20,2026-06-21,1,1,3,7,6,,321.35,321.35,21,confirmed
17569,2026-06-10,2026-06-20,2026-06-22,2,1,3,4,6,,632.34,316.17,10,confirmed
17570,2026-05-29,2026-06-20,2026-06-23,3,1,3,1,6,,1054.14,351.38,22,cancelled
17571,2026-06-06,2026-06-20,2026-06-23,3,1,2,10,6,,921.69,307.23,14,cancelled
17572,2026-04-18,2026-06-20,2026-06-21,1,1,2,10,6,,351.39,351.39,63,confirmed
17573,2026-05-21,2026-06-20,2026-06-21,1,1,2,11,6,,361.7,361.7,30,confirmed
17574,2026-06-12,2026-06-20,2026-06-22,2,1,1,10,6,,739.02,369.51,8,confirmed
17575,2026-05-26,2026-06-20,2026-06-22,2,1,2,3,6,,686.26,343.13,25,confirmed
17576,2026-06-08,2026-06-20,2026-06-21,1,1,3,9,6,,368.37,368.37,12,confirmed
17577,2026-05-25,2026-06-20,2026-06-21,1,1,3,4,6,,330.06,330.06,26,confirmed
17578,2026-06-10,2026-06-20,2026-06-22,2,1,2,6,6,,674.16,337.08,10,confirmed
17579,2026-06-06,2026-06-20,2026-06-21,1,1,2,1,6,,358.39,358.39,14,confirmed
17580,2026-05-25,2026-06-20,2026-06-24,4,1,1,6,6,,1361.2,340.3,26,confirmed
17581,2026-06-08,2026-06-20,2026-06-21,1,1,2,1,6,,321.1,321.1,12,confirmed
17582,2026-06-05,2026-06-20,2026-06-21,1,1,3,1,6,,311.22,311.22,15,confirmed
17583,2026-06-18,2026-06-20,2026-06-23,3,1,1,2,6,,1069.26,356.42,2,confirmed
17584,2026-05-14,2026-06-20,2026-06-23,3,1,2,3,7,,1062.36,354.12,37,confirmed
17585,2026-05-07,2026-06-21,2026-06-24,3,1,3,3,1,,951.12,317.04,45,confirmed
17586,2026-04-10,2026-06-21,2026-06-22,1,1,1,10,1,,294.15,294.15,72,confirmed
17587,2026-06-14,2026-06-21,2026-06-27,6,1,1,3,1,,1890.9,315.15,7,confirmed
17588,2026-05-24,2026-06-21,2026-06-22,1,1,1,1,1,,330.74,330.74,28,confirmed
17589,2026-06-02,2026-06-21,2026-06-25,4,1,2,6,1,,1247.92,311.98,19,confirmed
17590,2026-05-13,2026-06-21,2026-06-22,1,1,3,3,1,,341.31,341.31,39,confirmed
17591,2026-04-21,2026-06-21,2026-06-22,1,1,2,8,2,,338.9,338.9,61,confirmed
17592,2026-06-12,2026-06-21,2026-06-22,1,1,1,1,3,13,288.2,288.2,9,cancelled
17593,2026-05-26,2026-06-21,2026-06-26,5,1,1,7,4,,1497.25,299.45,26,cancelled
17594,2026-05-06,2026-06-21,2026-06-26,5,1,2,6,5,,1637.75,327.55,46,cancelled
17595,2026-05-24,2026-06-21,2026-06-25,4,1,1,1,5,,1189.16,297.29,28,confirmed
17596,2026-06-17,2026-06-21,2026-06-28,7,1,1,1,6,,2290.4,327.2,4,confirmed
17597,2026-06-08,2026-06-21,2026-06-22,1,1,2,3,6,,297.1,297.1,13,confirmed
17598,2026-06-10,2026-06-21,2026-06-22,1,1,2,4,6,,310.71,310.71,11,confirmed
17599,2026-06-13,2026-06-21,2026-06-22,1,1,2,9,6,,294.23,294.23,8,confirmed
17600,2026-05-24,2026-06-22,2026-06-24,2,1,2,7,1,,733.76,366.88,29,confirmed
17601,2026-05-25,2026-06-22,2026-06-25,3,1,2,4,1,,979.98,326.66,28,confirmed
17602,2026-06-04,2026-06-22,2026-06-25,3,1,2,2,1,,1042.62,347.54,18,confirmed
17603,2026-06-08,2026-06-22,2026-06-24,2,1,1,1,1,,643.84,321.92,14,confirmed
17604,2026-06-15,2026-06-22,2026-06-23,1,1,2,9,1,,357.48,357.48,7,confirmed
17605,2026-05-27,2026-06-22,2026-06-23,1,1,3,7,1,,340.75,340.75,26,confirmed
17606,2026-05-26,2026-06-22,2026-06-27,5,1,3,10,1,,1515.15,303.03,27,cancelled
17607,2026-06-12,2026-06-22,2026-06-23,1,1,3,3,1,,335.22,335.22,10,confirmed
17608,2026-05-30,2026-06-22,2026-06-24,2,1,1,8,2,14,557.28,278.64,23,cancelled
17609,2026-05-22,2026-06-22,2026-06-25,3,1,2,2,2,,912.3,304.1,31,confirmed
17610,2026-05-31,2026-06-22,2026-06-24,2,1,1,4,2,,527.26,263.63,22,confirmed
17611,2026-02-28,2026-06-22,2026-06-26,4,1,1,8,3,13,1177.64,294.41,114,confirmed
17612,2026-06-08,2026-06-22,2026-06-23,1,1,1,5,3,13,341.39,341.39,14,confirmed
17613,2026-06-09,2026-06-22,2026-06-26,4,1,3,8,4,,1332.04,333.01,13,confirmed
17614,2026-04-13,2026-06-22,2026-06-24,2,1,1,7,4,,551.56,275.78,70,confirmed
17615,2026-06-18,2026-06-22,2026-06-25,3,1,3,2,6,,827.43,275.81,4,confirmed
17616,2026-06-20,2026-06-22,2026-06-23,1,1,2,10,6,,285.83,285.83,2,confirmed
17617,2026-05-14,2026-06-22,2026-06-23,1,1,1,2,6,,279.12,279.12,39,confirmed
17618,2026-04-11,2026-06-22,2026-06-25,3,1,3,10,6,,897.69,299.23,72,confirmed
17619,2026-06-01,2026-06-22,2026-06-23,1,1,2,2,6,,326.63,326.63,21,confirmed
17620,2026-06-20,2026-06-22,2026-06-26,4,1,3,1,6,,1334.2,333.55,2,cancelled
17621,2026-06-18,2026-06-22,2026-06-23,1,1,2,4,7,,300.54,300.54,4,confirmed
17622,2026-04-16,2026-06-22,2026-06-23,1,1,2,10,7,,341.93,341.93,67,confirmed
17623,2026-06-01,2026-06-23,2026-06-25,2,1,2,1,1,,618.72,309.36,22,confirmed
17624,2026-06-10,2026-06-23,2026-06-24,1,1,1,1,1,,362.01,362.01,13,confirmed
17625,2026-06-01,2026-06-23,2026-06-26,3,1,2,8,1,,1020.27,340.09,22,confirmed
17626,2026-06-01,2026-06-23,2026-06-25,2,1,3,11,1,,656.42,328.21,22,confirmed
17627,2026-05-17,2026-06-23,2026-06-25,2,1,3,1,1,,685.74,342.87,37,confirmed
17628,2026-06-17,2026-06-23,2026-06-24,1,1,1,2,1,,343.61,343.61,6,confirmed
17629,2026-06-04,2026-06-23,2026-06-24,1,1,3,1,1,,348.74,348.74,19,cancelled
17630,2026-05-20,2026-06-23,2026-06-24,1,1,3,6,1,,360.52,360.52,34,confirmed
17631,2026-05-23,2026-06-23,2026-06-24,1,1,3,1,2,14,290.02,290.02,31,confirmed
17632,2026-06-18,2026-06-23,2026-06-24,1,1,1,12,2,14,317.87,317.87,5,confirmed
17633,2026-06-03,2026-06-23,2026-06-26,3,1,3,8,3,,786.96,262.32,20,confirmed
17634,2026-05-05,2026-06-23,2026-06-25,2,1,3,1,4,,572.12,286.06,49,confirmed
17635,2026-05-30,2026-06-23,2026-06-25,2,1,3,3,4,,477.54,238.77,24,confirmed
17636,2026-04-25,2026-06-23,2026-06-27,4,1,1,1,4,,1071.16,267.79,59,confirmed
17637,2026-06-15,2026-06-23,2026-06-27,4,1,2,2,5,,1259.96,314.99,8,cancelled
17638,2026-06-14,2026-06-23,2026-06-24,1,1,2,1,6,,305.78,305.78,9,confirmed
17639,2026-04-18,2026-06-23,2026-06-25,2,1,2,5,6,,520.86,260.43,66,confirmed
17640,2026-06-22,2026-06-23,2026-06-28,5,1,1,4,6,,1297.5,259.5,1,cancelled
17641,2026-05-09,2026-06-23,2026-06-27,4,1,1,10,6,,1052.76,263.19,45,confirmed
17642,2026-05-28,2026-06-23,2026-06-24,1,1,3,1,6,,258.34,258.34,26,confirmed
17643,2026-06-04,2026-06-23,2026-06-24,1,1,2,2,6,,321.53,321.53,19,confirmed
17644,2026-06-15,2026-06-23,2026-06-24,1,1,2,3,6,,290.75,290.75,8,confirmed
17645,2026-06-12,2026-06-23,2026-06-24,1,1,1,4,6,,307.28,307.28,11,cancelled
17646,2026-05-15,2026-06-23,2026-06-26,3,1,2,1,7,,950.73,316.91,39,confirmed
17647,2026-05-19,2026-06-24,2026-06-27,3,1,1,6,1,,1093.02,364.34,36,confirmed
17648,2026-05-29,2026-06-24,2026-06-28,4,1,2,9,1,,1345.16,336.29,26,confirmed
17649,2026-05-10,2026-06-24,2026-06-25,1,1,2,11,1,,334.05,334.05,45,confirmed
17650,2026-06-04,2026-06-24,2026-06-25,1,1,2,1,1,,354.58,354.58,20,confirmed
17651,2026-06-22,2026-06-24,2026-06-27,3,1,2,1,1,,952.44,317.48,2,confirmed
17652,2026-06-09,2026-06-24,2026-06-28,4,1,3,1,1,,1145.4,286.35,15,confirmed
17653,2026-05-02,2026-06-24,2026-06-25,1,1,2,4,1,,322.21,322.21,53,confirmed
17654,2026-05-23,2026-06-24,2026-06-25,1,1,2,3,1,,300.71,300.71,32,confirmed
17655,2026-03-23,2026-06-24,2026-06-25,1,1,2,1,2,14,294.22,294.22,93,confirmed
17656,2026-06-18,2026-06-24,2026-06-25,1,1,1,5,2,14,275.52,275.52,6,cancelled
17657,2026-05-23,2026-06-24,2026-06-25,1,1,3,1,2,14,330.28,330.28,32,confirmed
17658,2026-04-23,2026-06-24,2026-06-25,1,1,2,7,2,14,300.54,300.54,62,confirmed
17659,2026-05-11,2026-06-24,2026-07-01,7,1,1,5,2,14,2427.04,346.72,44,confirmed
17660,2026-03-20,2026-06-24,2026-06-26,2,1,2,4,2,14,579.22,289.61,96,confirmed
17661,2026-05-24,2026-06-24,2026-06-27,3,1,1,4,2,14,920.7,306.9,31,confirmed
17662,2026-06-09,2026-06-24,2026-06-25,1,1,3,1,2,,314.91,314.91,15,confirmed
17663,2026-05-11,2026-06-24,2026-06-28,4,1,3,4,3,13,1269.68,317.42,44,cancelled
17664,2026-03-27,2026-06-24,2026-06-30,6,1,3,7,3,,1818.3,303.05,89,confirmed
17665,2026-05-04,2026-06-24,2026-06-28,4,1,3,1,3,,1260.2,315.05,51,confirmed
17666,2026-05-26,2026-06-24,2026-06-25,1,1,2,4,4,,344.69,344.69,29,confirmed
17667,2026-05-05,2026-06-24,2026-07-01,7,1,2,1,4,,2186.17,312.31,50,confirmed
17668,2026-05-16,2026-06-24,2026-06-26,2,1,2,5,5,,560.34,280.17,39,confirmed
17669,2026-06-08,2026-06-24,2026-07-01,7,1,3,6,6,,2173.15,310.45,16,cancelled
17670,2026-05-25,2026-06-24,2026-06-27,3,1,3,3,6,,824.4,274.8,30,confirmed
17671,2026-06-15,2026-06-24,2026-06-26,2,1,1,3,6,,647.86,323.93,9,cancelled
17672,2026-06-17,2026-06-24,2026-06-29,5,1,1,4,6,,1282.7,256.54,7,confirmed
17673,2026-06-09,2026-06-24,2026-06-28,4,1,2,1,6,,1206.32,301.58,15,confirmed
17674,2026-06-19,2026-06-24,2026-06-25,1,1,1,3,6,,296.02,296.02,5,confirmed
17675,2026-05-22,2026-06-24,2026-06-27,3,1,3,6,6,,1007.28,335.76,33,confirmed
17676,2026-06-09,2026-06-24,2026-06-26,2,1,3,3,6,,654.84,327.42,15,confirmed
17677,2026-05-23,2026-06-24,2026-06-26,2,1,3,5,6,,712.32,356.16,32,confirmed
17678,2026-05-28,2026-06-24,2026-06-25,1,1,1,2,7,,357.41,357.41,27,cancelled
17679,2026-05-05,2026-06-24,2026-06-25,1,1,1,10,7,,291.2,291.2,50,confirmed
17680,2026-05-29,2026-06-25,2026-06-26,1,1,3,3,1,,330.52,330.52,27,confirmed
17681,2026-04-25,2026-06-25,2026-06-27,2,1,1,3,1,,602.66,301.33,61,confirmed
17682,2026-06-03,2026-06-25,2026-06-26,1,1,1,2,1,,316.6,316.6,22,cancelled
17683,2026-05-18,2026-06-25,2026-06-26,1,1,1,6,1,,267.3,267.3,38,confirmed
17684,2026-05-07,2026-06-25,2026-06-26,1,1,1,2,1,,313.66,313.66,49,confirmed
17685,2026-04-27,2026-06-25,2026-06-27,2,1,1,3,1,,593.18,296.59,59,confirmed
17686,2026-05-25,2026-06-25,2026-06-28,3,1,1,4,2,14,940.17,313.39,31,confirmed
17687,2026-06-06,2026-06-25,2026-06-30,5,1,2,4,2,14,1762.25,352.45,19,confirmed
17688,2026-05-28,2026-06-25,2026-06-26,1,1,1,1,2,14,318.16,318.16,28,confirmed
17689,2026-06-14,2026-06-25,2026-06-29,4,1,1,10,2,14,1199.84,299.96,11,confirmed
17690,2026-05-03,2026-06-25,2026-06-26,1,1,1,1,2,14,270.28,270.28,53,confirmed
17691,2026-04-29,2026-06-25,2026-06-26,1,1,2,4,2,,273.08,273.08,57,cancelled
17692,2026-06-05,2026-06-25,2026-06-27,2,1,3,3,2,14,608.8,304.4,20,confirmed
17693,2026-06-09,2026-06-25,2026-06-26,1,1,1,7,3,,306.42,306.42,16,confirmed
17694,2026-05-10,2026-06-25,2026-06-29,4,1,2,2,4,,1280.2,320.05,46,confirmed
17695,2026-05-06,2026-06-25,2026-06-28,3,1,2,1,4,,933.81,311.27,50,confirmed
17696,2026-05-27,2026-06-25,2026-06-26,1,1,1,7,5,,332.53,332.53,29,confirmed
17697,2026-06-06,2026-06-25,2026-06-30,5,1,2,2,5,,1652.05,330.41,19,confirmed
17698,2026-05-05,2026-06-25,2026-06-26,1,1,3,1,5,,282.04,282.04,51,confirmed
17699,2026-05-26,2026-06-25,2026-06-28,3,1,3,2,5,,934.29,311.43,30,confirmed
17700,2026-04-20,2026-06-25,2026-07-04,9,1,3,5,5,,2814.93,312.77,66,confirmed
17701,2026-06-23,2026-06-25,2026-06-26,1,1,2,1,6,,319.47,319.47,2,confirmed
17702,2026-06-03,2026-06-25,2026-06-26,1,1,1,4,6,,302.93,302.93,22,confirmed
17703,2026-05-27,2026-06-25,2026-06-27,2,1,3,6,6,,629.18,314.59,29,confirmed
17704,2026-05-29,2026-06-25,2026-06-28,3,1,1,2,6,,852.75,284.25,27,confirmed
17705,2026-06-18,2026-06-25,2026-06-26,1,1,3,7,6,,301.18,301.18,7,confirmed
17706,2026-05-18,2026-06-25,2026-06-26,1,1,1,1,6,,305.72,305.72,38,cancelled
17707,2026-06-23,2026-06-25,2026-06-29,4,1,2,2,6,,1178.16,294.54,2,confirmed
17708,2026-06-12,2026-06-25,2026-06-27,2,1,2,7,6,,604.5,302.25,13,confirmed
17709,2026-06-12,2026-06-25,2026-06-27,2,1,1,4,6,,644.88,322.44,13,confirmed
17710,2026-06-16,2026-06-25,2026-07-04,9,1,3,3,6,,2711.7,301.3,9,confirmed
17711,2026-06-06,2026-06-25,2026-06-26,1,1,3,4,6,,322.33,322.33,19,confirmed
17712,2026-06-11,2026-06-25,2026-06-27,2,1,2,2,6,,638.34,319.17,14,confirmed
17713,2026-06-21,2026-06-25,2026-06-26,1,1,3,3,7,,304.56,304.56,4,confirmed
17714,2026-06-24,2026-06-26,2026-06-27,1,1,3,1,1,,370.36,370.36,2,confirmed
17715,2026-06-15,2026-06-26,2026-06-30,4,1,1,6,1,,1433.64,358.41,11,confirmed
17716,2026-06-19,2026-06-26,2026-06-28,2,1,1,2,1,,666.82,333.41,7,confirmed
17717,2026-05-06,2026-06-26,2026-06-28,2,1,1,3,1,,668.84,334.42,51,cancelled
17718,2026-06-24,2026-06-26,2026-06-30,4,1,2,3,1,,1504.56,376.14,2,confirmed
17719,2026-05-16,2026-06-26,2026-06-28,2,1,2,3,1,,751.26,375.63,41,confirmed
17720,2026-06-02,2026-06-26,2026-06-30,4,1,3,8,1,,1495.28,373.82,24,confirmed
17721,2026-05-24,2026-06-26,2026-06-28,2,1,3,2,1,,715.3,357.65,33,confirmed
17722,2026-06-10,2026-06-26,2026-06-27,1,1,2,2,1,,335.66,335.66,16,confirmed
17723,2026-03-20,2026-06-26,2026-06-28,2,1,1,7,1,,819.2,409.6,98,confirmed
17724,2026-05-31,2026-06-26,2026-06-28,2,1,2,4,1,,680.64,340.32,26,confirmed
17725,2026-05-29,2026-06-26,2026-06-30,4,1,2,5,1,,1480.76,370.19,28,confirmed
17726,2026-04-16,2026-06-26,2026-06-27,1,1,3,1,1,,342.79,342.79,71,confirmed
17727,2026-06-16,2026-06-26,2026-06-29,3,1,3,4,2,14,1098.48,366.16,10,confirmed
17728,2026-06-10,2026-06-26,2026-06-27,1,1,2,1,2,,400.31,400.31,16,cancelled
17729,2026-05-20,2026-06-26,2026-06-27,1,1,1,2,2,,367.92,367.92,37,confirmed
17730,2026-05-25,2026-06-26,2026-06-27,1,1,2,4,2,14,368.12,368.12,32,confirmed
17731,2026-03-31,2026-06-26,2026-06-27,1,1,1,1,2,14,337.65,337.65,87,confirmed
17732,2026-05-26,2026-06-26,2026-06-27,1,1,2,4,2,,358.06,358.06,31,cancelled
17733,2026-06-18,2026-06-26,2026-06-27,1,1,1,1,2,,364.66,364.66,8,confirmed
17734,2026-06-25,2026-06-26,2026-06-27,1,1,3,6,3,13,369.35,369.35,1,confirmed
17735,2026-06-14,2026-06-26,2026-06-27,1,1,2,1,3,13,362.25,362.25,12,confirmed
17736,2026-05-26,2026-06-26,2026-06-28,2,1,1,2,3,13,644.42,322.21,31,cancelled
17737,2026-05-31,2026-06-26,2026-06-28,2,1,2,5,4,,665.18,332.59,26,confirmed
17738,2026-06-03,2026-06-26,2026-06-28,2,1,2,7,4,,743.18,371.59,23,confirmed
17739,2026-06-02,2026-06-26,2026-06-27,1,1,3,4,4,,390.01,390.01,24,confirmed
17740,2026-04-23,2026-06-26,2026-06-28,2,1,3,8,4,,629.6,314.8,64,confirmed
17741,2026-06-14,2026-06-26,2026-06-27,1,1,1,7,5,,303.01,303.01,12,confirmed
17742,2026-06-07,2026-06-26,2026-06-28,2,1,3,4,5,,718.16,359.08,19,confirmed
17743,2026-05-23,2026-06-26,2026-06-27,1,1,3,1,5,,337.6,337.6,34,confirmed
17744,2026-05-17,2026-06-26,2026-06-29,3,1,3,1,5,,978.6,326.2,40,confirmed
17745,2026-05-29,2026-06-26,2026-06-27,1,1,3,7,6,,336.96,336.96,28,cancelled
17746,2026-05-23,2026-06-26,2026-06-28,2,1,3,10,6,,602.34,301.17,34,confirmed
17747,2026-06-08,2026-06-26,2026-06-29,3,1,3,2,6,,1009.68,336.56,18,confirmed
17748,2026-06-07,2026-06-26,2026-06-27,1,1,1,1,6,,321.13,321.13,19,confirmed
17749,2026-06-10,2026-06-26,2026-06-30,4,1,2,4,6,,1421.56,355.39,16,confirmed
17750,2026-06-05,2026-06-26,2026-06-29,3,1,3,11,6,,1137.87,379.29,21,confirmed
17751,2026-06-14,2026-06-26,2026-06-28,2,1,2,10,6,,706.9,353.45,12,confirmed
17752,2026-06-20,2026-06-26,2026-06-30,4,1,3,5,6,,1319.28,329.82,6,confirmed
17753,2026-06-15,2026-06-26,2026-06-27,1,1,2,3,6,,336.49,336.49,11,confirmed
17754,2026-06-05,2026-06-26,2026-06-27,1,1,2,2,6,,378.27,378.27,21,confirmed
17755,2026-05-20,2026-06-26,2026-06-27,1,1,3,1,6,,299.78,299.78,37,confirmed
17756,2026-06-14,2026-06-26,2026-06-28,2,1,1,7,6,,689.14,344.57,12,confirmed
17757,2026-05-05,2026-06-26,2026-06-28,2,1,2,3,6,,714.44,357.22,52,confirmed
17758,2026-06-10,2026-06-26,2026-06-27,1,1,3,1,6,,369.15,369.15,16,confirmed
17759,2026-05-24,2026-06-26,2026-06-27,1,1,1,5,6,,293.42,293.42,33,confirmed
17760,2026-06-23,2026-06-26,2026-06-29,3,1,1,10,6,,957.15,319.05,3,confirmed
17761,2026-06-06,2026-06-26,2026-06-27,1,1,3,2,6,,328.93,328.93,20,confirmed
17762,2026-05-21,2026-06-26,2026-06-27,1,1,2,6,6,,333.84,333.84,36,confirmed
17763,2026-06-14,2026-06-26,2026-06-27,1,1,1,1,6,,326.3,326.3,12,confirmed
17764,2026-06-20,2026-06-26,2026-06-28,2,1,3,9,7,,695.08,347.54,6,confirmed
17765,2026-05-30,2026-06-26,2026-06-29,3,1,2,2,7,,990.72,330.24,27,confirmed
17766,2026-06-06,2026-06-26,2026-06-28,2,1,1,1,7,,739.08,369.54,20,confirmed
17767,2026-06-11,2026-06-27,2026-06-29,2,1,2,5,1,,742.22,371.11,16,confirmed
17768,2026-06-03,2026-06-27,2026-06-28,1,1,2,4,1,,391.8,391.8,24,confirmed
17769,2026-05-22,2026-06-27,2026-06-28,1,1,2,3,1,,358.99,358.99,36,cancelled
